domain,job_url,confidence,method
http://www.uranoenergy.com,,0.0,not-found
http://www.suntranspo.com,,0.0,not-found
http://www.stellargrid.in,,0.0,not-found
http://www.earthfokus.com,,0.0,not-found
http://www.ikyainnovation.com,,0.0,not-found
http://www.qynextsolar.com,,0.0,not-found
http://www.acclaimcleanenergy.com,,0.0,not-found
http://www.sma-india.com,https://sma.jobs/go/Professionals/3798101/,0.8,depth-1:url-hint
http://www.ciach.in,,0.0,not-found
http://www.shlokfusionindustries.com,,0.0,not-found
http://www.greywateraction.org,,0.0,not-found
http://www.bookmysolar.in,http://www.bookmysolar.in/job,0.7,direct:url-hint
http://www.netzeroenergiez.com,,0.8,direct:url-hint
http://www.kpowers.co.in,,0.0,not-found
http://www.hyonenergy.com,https://www.hyonenergy.com/join-us#jobs,0.8,direct:url-hint
http://www.titanisenergy.com,,0.0,not-found
http://www.jarkarenewables.com,http://www.jarkarenewables.com/career,0.7,direct:url-hint
http://www.pial.in,,0.0,not-foundct:url-hint
https://tshellmotors.com,,0.0,direct:url-hint
http://www.genesiscluster.com,,0.0,not-found
https://gigforce.in,https://gigforce.in/about/careers,0.7,direct:url-hint
http://www.vikasrenewable.com,,0.0,not-found
http://www.sushmaenterprises.in,,0.0,not-found
https://www.exponent.energy,https://apply.workable.com/exponent-energy/,0.9,direct:url-hint
https://ashnni.com,,0.7,direct:url-hint
http://www.kalsisolar.com,,0.0,not-found
https://www.tilt.bike,,0.7,direct:url-hint
http://www.mathigroup.com,,0.0,not-found
http://www.inforcesolar.com,,0.0,not-found
http://www.oaksun.in,,0.0,not-found
http://www.exultedindia.com,,0.0,not-found
https://www.c-electricdrives.com,https://www.c-electricdrives.com/#career,0.7,depth-1:url-hint
http://www.ackerlandenergy.com,,0.0,not-found
http://www.sunfuelelectric.com,http://www.sunfuelelectric.com/career,0.7,direct:url-hint
https://batxenergies.com,https://batxenergies.com/about/careers,0.9,direct:url-hint
https://www.alt-mobility.com,,0.0,not-found
https://www.evayve.com,https://www.evayve.com/career,0.8,direct:url-hint
https://www.ashni.tech,,0.0,not-found
https://www.autonxt.in,https://www.autonxt.in/careers#opportunities,0.75,direct:url-hint
https://www.moeving.com,https://www.moeving.com/join,0.8,direct:content-hints
https://evplugs.co.in,,0.0,not-found
http://www.acclaimcleanenergy.com,,0.0,not-found
https://metroride.in,,0.0,not-found
https://planetelectric.in,,0.0,not-found
https://m-mines.com,,0.8,depth-1:url-hint
https://gomylz.com,,0.0,not-found
https://evzee.in,,0.0,not-found
https://bce20.co,,0.0,not-found
https://www.grassrootsenergy.co,,0.0,not-found
http://revoh.in,,0.0,not-found
